full_name,selling_price,seller_type,km_driven,owner_type,fuel_type,transmission_type,mileage,engine,max_power,seats,age
Maruti Swift VXI BSIV,6.4,Dealer,10000,First Owner,Petrol,Manual,22.0,1197.0,81.8,5.0,2
Maruti Baleno Delta,6.4,Dealer,3000,First Owner,Petrol,Manual,21.01,1197.0,81.8,5.0,3
Maruti Ertiga VXI CNG,6.4,Dealer,81000,First Owner,CNG,Manual,22.8,1373.0,80.9,7.0,7
Maruti Ertiga VDI,6.4,Dealer,77000,First Owner,Diesel,Manual,20.77,1248.0,88.76,7.0,8
Maruti Swift Dzire Tour LXI,6.4,Dealer,50125,First Owner,Petrol,Manual,19.0,1197.0,85.8,5.0,6
Maruti Baleno Zeta 1.2,6.4,Individual,12351,First Owner,Petrol,Manual,21.4,1197.0,83.1,5.0,5
Volkswagen Polo 1.5 TDI Highline,6.4,Dealer,42000,First Owner,Diesel,Manual,20.14,1498.0,88.8,5.0,7
Maruti Swift VDI BSIV,6.4,Individual,47350,First Owner,Diesel,Manual,25.2,1248.0,74.0,5.0,6
Honda City i DTEC SV,6.4,Dealer,62000,First Owner,Diesel,Manual,26.0,1498.0,98.6,5.0,8
Hyundai Grand i10 1.2 Kappa Sportz Dual Tone,6.4,Individual,5000,First Owner,Petrol,Manual,18.9,1197.0,81.86,5.0,4
Maruti Swift LDI Optional,6.4,Dealer,50000,First Owner,Diesel,Manual,25.2,1248.0,74.0,5.0,6
Toyota Innova 2.5 GX (Diesel) 7 Seater BS IV,6.4,Individual,50000,First Owner,Diesel,Manual,12.8,2494.0,102.0,7.0,11
Honda Jazz 1.5 VX i DTEC,6.4,Individual,90000,First Owner,Diesel,Manual,27.3,1498.0,98.6,5.0,7
Toyota Etios V,6.39,Dealer,24000,First Owner,Petrol,Manual,16.78,1496.0,88.73,5.0,5
Maruti Baleno Delta,6.39,Dealer,34114,First Owner,Petrol,Manual,21.01,1197.0,81.8,5.0,6
Maruti Swift VXI,6.38,Dealer,52920,First Owner,Petrol,Manual,21.21,1197.0,81.8,5.0,5
Maruti Baleno Zeta 1.2,6.37,Dealer,14000,First Owner,Petrol,Manual,21.4,1197.0,83.1,5.0,5
Hyundai Grand i10 Sportz Petrol BSIV,6.36,Individual,1000,First Owner,Petrol,Manual,18.9,1197.0,81.86,5.0,2
Hyundai Verna 1.6 SX,6.35,Individual,45000,First Owner,Diesel,Manual,22.32,1582.0,126.32,5.0,8
Maruti Swift Dzire VXI 1.2,6.35,Individual,20000,First Owner,Petrol,Manual,21.21,1197.0,81.8,5.0,4
Maruti Ertiga BSIV VXI,6.35,Dealer,30000,First Owner,Petrol,Manual,17.5,1373.0,91.1,7.0,6
Hyundai i20 1.2 Asta Dual Tone,6.35,Individual,25000,First Owner,Petrol,Manual,18.6,1197.0,81.83,5.0,5
Maruti Ciaz ZXi Plus,6.35,Dealer,53000,First Owner,Petrol,Manual,20.73,1373.0,91.1,5.0,6
Ford Ecosport 1.0 Ecoboost Titanium,6.35,Dealer,78000,First Owner,Petrol,Manual,18.88,999.0,123.37,5.0,7
Mahindra Bolero 2011-2019 SLX 2WD BSIII,6.35,Dealer,78028,First Owner,Diesel,Manual,15.96,2523.0,62.1,7.0,7
Mahindra Bolero Power Plus SLX,6.35,Dealer,45000,First Owner,Diesel,Manual,16.5,1493.0,70.0,7.0,8
Volkswagen Jetta 2.0L TDI Highline,6.35,Dealer,75000,First Owner,Diesel,Manual,19.33,1968.0,138.1,5.0,11
Hyundai Grand i10 1.2 Kappa Sportz AT,6.35,Dealer,18500,First Owner,Petrol,Automatic,18.9,1197.0,81.86,5.0,5
Volkswagen Polo 2015-2019 1.0 MPI Comfortline,6.35,Dealer,17000,First Owner,Petrol,Manual,18.78,999.0,75.0,5.0,4
Maruti Swift VDI Optional,6.35,Dealer,64874,First Owner,Diesel,Manual,25.2,1248.0,74.0,5.0,5
Skoda Rapid 1.5 TDI Active,6.35,Dealer,98000,First Owner,Diesel,Manual,21.14,1498.0,103.52,5.0,6
Hyundai i20 1.2 Era,6.35,Dealer,11972,First Owner,Petrol,Manual,18.6,1197.0,81.83,5.0,3
Maruti Swift DDiS VDI,6.35,Dealer,75823,First Owner,Diesel,Manual,28.4,1248.0,74.0,5.0,5
Hyundai Xcent 1.2 CRDi SX,6.35,Dealer,40000,First Owner,Diesel,Manual,25.4,1186.0,73.97,5.0,4
Hyundai Xcent 1.2 CRDi S,6.35,Dealer,31000,First Owner,Diesel,Manual,25.4,1186.0,73.97,5.0,3
Volkswagen Vento 1.5 TDI Highline,6.35,Dealer,50000,First Owner,Diesel,Manual,22.27,1498.0,108.6,5.0,8
Hyundai i20 Petrol Spotz,6.35,Individual,30000,First Owner,Petrol,Manual,18.6,1197.0,81.86,5.0,3
Hyundai i20 1.2 Asta Option,6.35,Individual,30000,First Owner,Petrol,Manual,18.6,1197.0,81.83,5.0,5
Maruti Vitara Brezza VDi,6.35,Dealer,52000,First Owner,Diesel,Manual,24.3,1248.0,88.5,5.0,6
Hyundai Grand i10 1.2 Kappa Sportz BSIV,6.35,Dealer,8000,First Owner,Petrol,Manual,18.9,1197.0,81.86,5.0,3
Maruti Baleno Alpha,6.35,Dealer,31400,First Owner,Petrol,Manual,21.01,1197.0,81.8,5.0,4
Honda Jazz 1.5 V i DTEC,6.35,Dealer,78000,First Owner,Diesel,Manual,27.3,1498.0,98.6,5.0,5
Honda Jazz 1.2 SV i VTEC,6.35,Dealer,26000,First Owner,Petrol,Manual,18.7,1199.0,88.7,5.0,5
Maruti Swift AMT VXI,6.35,Individual,7200,First Owner,Petrol,Automatic,21.21,1197.0,81.8,5.0,3
Maruti Baleno Zeta Automatic,6.35,Dealer,60000,First Owner,Petrol,Automatic,21.4,1197.0,83.1,5.0,6
Mahindra NuvoSport N6,6.35,Dealer,10000,First Owner,Diesel,Manual,17.45,1493.0,100.0,7.0,5
Maruti Baleno Zeta 1.2,6.35,Dealer,24000,First Owner,Petrol,Manual,21.4,1197.0,83.1,5.0,4
Maruti Baleno Alpha 1.2,6.35,Dealer,20000,First Owner,Petrol,Manual,21.4,1197.0,83.1,5.0,3
Honda City i DTec VX,6.35,Dealer,55000,First Owner,Diesel,Manual,26.0,1498.0,98.6,5.0,8
Ford Ecosport 2015-2021 1.5 Petrol Titanium Plus BSIV,6.35,Dealer,57000,First Owner,Petrol,Manual,17.0,1497.0,121.36,5.0,6
Honda Amaze S Option CVT i-VTEC,6.35,Dealer,18000,First Owner,Petrol,Automatic,18.1,1199.0,88.7,5.0,4
Hyundai i20 Asta Option 1.2,6.35,Dealer,61000,First Owner,Petrol,Manual,18.6,1197.0,81.83,5.0,6
Toyota Innova 2.5 G (Diesel) 8 Seater,6.35,Dealer,98000,First Owner,Diesel,Manual,12.99,2494.0,100.0,8.0,11
Hyundai Verna 1.6 SX VTVT (O),6.35,Dealer,30000,First Owner,Petrol,Manual,17.1,1591.0,121.3,5.0,7
Hyundai Verna 1.6 SX VTVT (O),6.35,Dealer,71000,First Owner,Petrol,Manual,17.1,1591.0,121.3,5.0,7
Hyundai i20 Asta Option 1.4 CRDi,6.35,Individual,48000,First Owner,Diesel,Manual,22.54,1396.0,88.73,5.0,7
Maruti Ciaz ZXi Plus,6.35,Dealer,49000,First Owner,Petrol,Manual,20.73,1373.0,91.1,5.0,7
Hyundai i20 1.2 Asta,6.35,Individual,30000,First Owner,Petrol,Manual,18.6,1197.0,81.83,5.0,4
Honda Jazz 1.2 VX i VTEC,6.35,Dealer,24265,First Owner,Petrol,Manual,18.7,1199.0,88.7,5.0,4
Mahindra Bolero 2011-2019 SLX,6.35,Individual,30000,First Owner,Diesel,Manual,15.96,2523.0,62.1,7.0,7
Renault Duster 110PS Diesel RxZ,6.35,Dealer,73000,First Owner,Diesel,Manual,19.01,1461.0,108.45,5.0,8
Maruti Swift ZXI,6.35,Dealer,47529,First Owner,Petrol,Manual,21.21,1197.0,81.8,5.0,7
Volkswagen Polo 1.2 MPI Comfortline,6.35,Dealer,16000,First Owner,Petrol,Manual,16.2,1199.0,74.0,5.0,4
Volkswagen Polo 1.5 TDI Comfortline,6.35,Dealer,58111,First Owner,Diesel,Manual,20.14,1498.0,88.0,5.0,7
Honda Jazz 1.2 VX i VTEC,6.35,Dealer,55937,First Owner,Petrol,Manual,18.7,1199.0,88.7,5.0,7
Hyundai Verna 1.6 CRDI,6.35,Dealer,60795,First Owner,Diesel,Manual,22.32,1582.0,126.3,5.0,10
Ford Ecosport 1.0 Ecoboost Titanium Optional,6.35,Dealer,40000,First Owner,Petrol,Manual,18.88,999.0,123.37,5.0,7
Honda City i DTEC SV,6.35,Dealer,67897,First Owner,Diesel,Manual,26.0,1498.0,98.6,5.0,7
Maruti Swift AMT VXI,6.34,Individual,46000,First Owner,Petrol,Automatic,22.0,1197.0,81.8,5.0,4
Maruti Swift Dzire VXI 1.2,6.34,Dealer,45000,First Owner,Petrol,Manual,21.21,1197.0,81.8,5.0,4
Maruti Baleno Delta 1.2,6.32,Dealer,33620,First Owner,Petrol,Manual,21.4,1197.0,83.1,5.0,5
Maruti Swift VXI Optional,6.32,Dealer,38000,First Owner,Petrol,Manual,20.4,1197.0,81.8,5.0,3
Maruti Swift Dzire VXI 1.2,6.32,Individual,20000,First Owner,Petrol,Manual,21.21,1197.0,81.8,5.0,3
Maruti Ciaz VDi Option SHVS,6.31,Dealer,45000,First Owner,Diesel,Manual,28.09,1248.0,88.5,5.0,5
Honda City i DTEC VX Option,6.31,Dealer,64000,First Owner,Diesel,Manual,25.1,1498.0,98.6,5.0,7
Ford Aspire 1.2 Ti-VCT Titanium,6.3,Individual,10000,First Owner,Petrol,Manual,18.16,1196.0,86.8,5.0,4
Maruti Swift AMT VXI,6.3,Individual,40000,First Owner,Petrol,Automatic,22.0,1197.0,81.8,5.0,4
Ford Ecosport 2015-2021 1.5 Ti VCT MT Titanium BSIV,6.3,Dealer,27000,First Owner,Petrol,Manual,15.85,1499.0,110.4,5.0,6
Volkswagen Polo 2015-2019 1.5 TDI Highline,6.3,Individual,100000,First Owner,Diesel,Manual,20.14,1498.0,88.0,5.0,6
Maruti Swift AMT VXI,6.3,Individual,25000,First Owner,Petrol,Automatic,22.0,1197.0,81.8,5.0,4
Maruti Swift Dzire VXI AT Optional,6.3,Dealer,29000,First Owner,Petrol,Automatic,18.5,1197.0,83.14,5.0,4
Mahindra Bolero 2011-2019 Plus AC BSIV PS,6.3,Individual,80000,First Owner,Diesel,Manual,15.96,2523.0,63.0,9.0,6
Hyundai i20 Asta 1.4 CRDi,6.3,Dealer,85000,First Owner,Diesel,Manual,21.27,1396.0,88.76,5.0,7
Hyundai i20 Asta Option 1.2,6.3,Dealer,18000,First Owner,Petrol,Manual,18.6,1197.0,81.83,5.0,6
Hyundai i20 1.2 Asta,6.3,Dealer,45235,First Owner,Petrol,Manual,18.6,1197.0,81.83,5.0,7
Honda Jazz 1.5 SV i DTEC,6.3,Dealer,71400,First Owner,Diesel,Manual,27.3,1498.0,98.6,5.0,6
Maruti Baleno Alpha 1.2,6.3,Dealer,72000,First Owner,Petrol,Manual,21.4,1197.0,83.1,5.0,6
Hyundai i20 1.2 Spotz,6.3,Individual,40000,First Owner,Petrol,Manual,18.6,1197.0,81.83,5.0,5
Honda Jazz 1.2 SV i VTEC,6.3,Dealer,33980,First Owner,Petrol,Manual,18.7,1199.0,88.7,5.0,6
Mahindra NuvoSport N8,6.3,Individual,160000,First Owner,Diesel,Manual,17.45,1493.0,100.0,7.0,5
Maruti Swift VDI Optional,6.3,Dealer,70000,First Owner,Diesel,Manual,25.2,1248.0,74.0,5.0,5
Maruti Swift Dzire VXI 1.2 BS IV,6.3,Individual,35000,First Owner,Petrol,Manual,22.0,1197.0,81.8,5.0,4
Hyundai i20 Magna Plus BSIV,6.3,Individual,20000,First Owner,Petrol,Manual,18.6,1197.0,81.86,5.0,3
Hyundai Verna 1.6 SX VTVT (O) AT,6.3,Individual,80000,First Owner,Petrol,Automatic,17.1,1591.0,121.4,5.0,8
Maruti Ignis 1.2 AMT Zeta BSIV,6.3,Trustmark Dealer,8664,First Owner,Petrol,Automatic,20.89,1197.0,81.8,5.0,3
Maruti Ertiga BSIV VXI,6.3,Individual,10000,First Owner,Petrol,Manual,17.5,1373.0,91.1,7.0,6
Toyota Etios Liva VD,6.3,Dealer,65328,First Owner,Diesel,Manual,23.59,1364.0,67.06,5.0,5
Honda Mobilio S i DTEC,6.3,Dealer,73000,First Owner,Diesel,Manual,24.2,1498.0,98.6,7.0,7
Hyundai Verna 1.6 SX,6.3,Dealer,113000,First Owner,Diesel,Manual,22.32,1582.0,126.32,5.0,9
Renault Duster 85PS Diesel RxL,6.3,Individual,80000,First Owner,Diesel,Manual,20.45,1461.0,83.8,5.0,7
Hyundai i20 Sportz 1.4 CRDi,6.3,Individual,60000,First Owner,Diesel,Manual,22.54,1396.0,88.73,5.0,6
Hyundai i20 1.2 Spotz,6.3,Individual,30000,First Owner,Petrol,Manual,18.6,1197.0,81.83,5.0,5
Volkswagen Polo 2015-2019 ALLSTAR 1.5 TDI,6.3,Dealer,41000,First Owner,Diesel,Manual,20.14,1498.0,88.7,5.0,5
Hyundai i20 1.2 Spotz,6.3,Dealer,33048,First Owner,Petrol,Manual,18.6,1197.0,81.83,5.0,5
Maruti Swift Dzire VDI,6.3,Dealer,63328,First Owner,Diesel,Manual,26.59,1248.0,74.0,5.0,6
Maruti Swift VDI,6.3,Dealer,31000,First Owner,Diesel,Manual,28.4,1248.0,74.0,5.0,7
Ford Freestyle Titanium Petrol BSIV,6.3,Individual,30000,First Owner,Petrol,Manual,19.0,1194.0,94.68,5.0,4
Hyundai i20 Active SX Diesel,6.3,Individual,40000,First Owner,Diesel,Manual,21.19,1396.0,88.76,5.0,4
Ford Freestyle Titanium Petrol BSIV,6.3,Individual,30000,First Owner,Petrol,Manual,19.0,1194.0,94.68,5.0,4
Maruti Ertiga BSIV VXI,6.3,Individual,25000,First Owner,Petrol,Manual,17.5,1373.0,91.1,7.0,5
Maruti S-Cross 2017-2020 Sigma DDiS 200 SH,6.3,Individual,50000,First Owner,Diesel,Manual,25.1,1248.0,88.5,5.0,5
Ford Freestyle Titanium Petrol BSIV,6.3,Individual,18000,First Owner,Petrol,Manual,19.0,1194.0,94.68,5.0,4
Maruti Swift Dzire AMT VXI BS IV,6.3,Individual,10000,First Owner,Petrol,Automatic,22.0,1197.0,81.8,5.0,5
Maruti Baleno Alpha 1.2,6.3,Dealer,31000,First Owner,Petrol,Manual,21.4,1197.0,83.1,5.0,4
Honda Amaze S Petrol BSIV,6.3,Individual,25000,First Owner,Petrol,Manual,19.5,1199.0,88.76,5.0,4
Honda Jazz 1.2 V AT i VTEC,6.3,Dealer,40000,First Owner,Petrol,Automatic,19.0,1199.0,88.7,5.0,6
Hyundai i20 1.2 Spotz,6.3,Dealer,28000,First Owner,Petrol,Manual,18.6,1197.0,81.83,5.0,3
Hyundai Elantra SX AT,6.3,Dealer,75000,First Owner,Petrol,Automatic,14.5,1797.0,147.5,5.0,9
Maruti Swift Dzire AMT VXI,6.3,Individual,25000,First Owner,Petrol,Automatic,21.21,1197.0,81.8,5.0,5
Maruti Ertiga ZDI,6.3,Dealer,74840,First Owner,Diesel,Manual,20.77,1248.0,88.8,7.0,9
Maruti Swift VDI BSIV,6.3,Individual,83000,First Owner,Diesel,Manual,25.2,1248.0,74.0,5.0,5
Ford Figo Aspire Facelift,6.3,Individual,120000,First Owner,Diesel,Manual,0.0,1498.0,99.0,5.0,5
Nissan Sunny XE D,6.3,Dealer,27000,First Owner,Diesel,Manual,22.71,1461.0,84.8,5.0,2
Ford Freestyle Titanium Petrol BSIV,6.3,Individual,17000,First Owner,Petrol,Manual,19.0,1194.0,94.68,5.0,3
Maruti Ciaz VDi Option SHVS,6.3,Dealer,63000,First Owner,Diesel,Manual,28.09,1248.0,88.5,5.0,6
Hyundai Verna 1.6 CRDI,6.3,Individual,90000,First Owner,Diesel,Manual,22.32,1582.0,126.3,5.0,10
Maruti Swift VDI BSIV,6.3,Individual,40000,First Owner,Diesel,Manual,25.2,1248.0,74.0,5.0,6
Honda City i DTec SV,6.3,Individual,68000,First Owner,Diesel,Manual,26.0,1498.0,98.6,5.0,6
Honda Jazz 1.5 VX i DTEC,6.3,Dealer,44000,First Owner,Diesel,Manual,27.3,1498.0,98.6,5.0,6
Maruti Swift VDI BSIV,6.3,Individual,80000,First Owner,Diesel,Manual,25.2,1248.0,74.0,5.0,5
Maruti Swift Dzire VXI 1.2,6.3,Individual,50000,First Owner,Petrol,Manual,21.21,1197.0,81.8,5.0,3
Skoda Superb Elegance 2.0 TDI MT,6.3,Dealer,81131,First Owner,Diesel,Manual,17.2,1968.0,138.1,5.0,10
Maruti Swift Dzire VXI,6.3,Dealer,70666,First Owner,Petrol,Manual,20.85,1197.0,83.14,5.0,6
Hyundai i20 Asta 1.2,6.29,Dealer,27884,First Owner,Petrol,Manual,18.6,1197.0,81.83,5.0,6
Maruti Baleno Alpha 1.2,6.29,Dealer,43642,First Owner,Petrol,Manual,21.4,1197.0,83.1,5.0,7
Volkswagen Ameo 1.2 MPI Comfortline,6.29,Dealer,23882,First Owner,Petrol,Manual,17.0,1198.0,73.75,5.0,6
Honda City i DTEC VX,6.29,Dealer,34000,First Owner,Diesel,Manual,25.1,1498.0,98.6,5.0,6
Maruti Swift VXI Optional,6.29,Dealer,28000,First Owner,Petrol,Manual,20.4,1197.0,81.8,5.0,5
Maruti Swift VDI BSIV,6.27,Individual,20000,First Owner,Diesel,Manual,25.2,1248.0,74.0,5.0,6
Maruti Swift Dzire VDI,6.27,Individual,60000,First Owner,Diesel,Manual,28.4,1248.0,74.02,5.0,4
Maruti Ciaz ZXi Option,6.26,Dealer,49000,First Owner,Petrol,Manual,20.73,1373.0,91.2,5.0,8
Maruti Baleno Vxi - BSIII,6.25,Dealer,22000,First Owner,Petrol,Manual,15.4,1590.0,94.0,5.0,6
Maruti Baleno Delta 1.3,6.25,Individual,21000,First Owner,Diesel,Manual,27.39,1248.0,74.0,5.0,4
Toyota Innova 2.5 G (Diesel) 7 Seater,6.25,Dealer,52000,First Owner,Diesel,Manual,12.99,2494.0,100.0,7.0,9
Mahindra Scorpio EX,6.25,Dealer,32208,First Owner,Diesel,Manual,14.0,2523.0,75.0,8.0,10
Maruti Ciaz VXi Plus,6.25,Individual,30000,First Owner,Petrol,Manual,20.73,1373.0,91.1,5.0,6
Hyundai Santa Fe 4x4 AT,6.25,Dealer,104000,First Owner,Diesel,Automatic,11.72,2199.0,194.3,7.0,10
Maruti Ciaz VDi Plus SHVS,6.25,Dealer,75000,First Owner,Diesel,Manual,28.09,1248.0,88.5,5.0,7
Tata Safari Storme LX,6.25,Individual,50000,First Owner,Diesel,Manual,14.0,2179.0,138.1,7.0,7
Hyundai i20 Magna Plus BSIV,6.25,Individual,20000,First Owner,Petrol,Manual,18.6,1197.0,81.86,5.0,3
Maruti Swift Dzire ZXI 1.2,6.25,Trustmark Dealer,15659,First Owner,Petrol,Manual,21.21,1197.0,81.8,5.0,5
Maruti Baleno Alpha 1.2,6.25,Individual,35000,First Owner,Petrol,Manual,21.4,1197.0,83.1,5.0,5
Hyundai i20 1.2 Asta,6.25,Individual,50000,First Owner,Petrol,Manual,18.6,1197.0,81.83,5.0,4
Hyundai i20 1.2 Asta,6.25,Individual,50000,First Owner,Petrol,Manual,18.6,1197.0,81.83,5.0,4
Skoda Rapid 1.6 MPI AT Elegance,6.25,Dealer,28800,First Owner,Petrol,Automatic,14.3,1598.0,103.52,5.0,7
Maruti Ertiga VDI,6.25,Dealer,67000,First Owner,Diesel,Manual,20.77,1248.0,88.76,7.0,10
Honda City i DTEC SV,6.25,Dealer,73000,First Owner,Diesel,Manual,26.0,1498.0,98.6,5.0,8
Hyundai Verna 1.6 SX CRDi (O),6.25,Dealer,51000,First Owner,Diesel,Manual,22.32,1582.0,126.32,5.0,9
Maruti Baleno Delta 1.2,6.25,Dealer,34428,First Owner,Petrol,Manual,21.4,1197.0,83.1,5.0,5
Maruti Swift Dzire VXI,6.25,Dealer,81000,First Owner,Petrol,Manual,20.85,1197.0,83.14,5.0,5
Renault Duster 85PS Diesel RxL Optional,6.25,Dealer,47000,First Owner,Diesel,Manual,20.46,1461.0,83.8,5.0,9
Maruti Ertiga VDI,6.25,Dealer,42406,First Owner,Diesel,Manual,20.77,1248.0,88.76,7.0,9
Maruti Baleno Delta 1.2,6.25,Dealer,17000,First Owner,Petrol,Manual,21.4,1197.0,83.1,5.0,4
Toyota Etios GD,6.25,Dealer,115000,First Owner,Diesel,Manual,23.59,1364.0,67.05,5.0,6
Honda City V MT,6.25,Dealer,51000,First Owner,Petrol,Manual,17.4,1497.0,117.6,5.0,7
Maruti Swift Dzire VDI,6.25,Individual,47500,First Owner,Diesel,Manual,23.4,1248.0,74.0,5.0,9
Honda City i DTEC VX,6.25,Dealer,66852,First Owner,Diesel,Manual,25.1,1498.0,98.6,5.0,8
Maruti Baleno Zeta Automatic,6.25,Dealer,20000,First Owner,Petrol,Automatic,21.4,1197.0,83.1,5.0,6
Maruti Swift VDI BSIV,6.25,Individual,38000,First Owner,Diesel,Manual,25.2,1248.0,74.0,5.0,6
Maruti Ciaz VDi Plus SHVS,6.25,Individual,100000,First Owner,Diesel,Manual,28.09,1248.0,88.5,5.0,5
Mahindra Scorpio 2009-2014 EX 2WD 7S,6.25,Dealer,64253,First Owner,Diesel,Manual,14.0,2523.0,75.0,7.0,9
Hyundai i20 Asta 1.2,6.25,Dealer,12000,First Owner,Petrol,Manual,18.6,1197.0,81.83,5.0,7
Chevrolet Captiva 2.2 LTZ AWD,6.25,Dealer,90000,First Owner,Diesel,Automatic,12.12,2231.0,184.0,7.0,9
Hyundai i20 1.2 Spotz,6.25,Dealer,27000,First Owner,Petrol,Manual,18.6,1197.0,81.83,5.0,4
Renault Duster 85PS Diesel RxL,6.25,Dealer,37639,First Owner,Diesel,Manual,19.87,1461.0,83.8,5.0,7
Hyundai i20 1.2 Magna Executive,6.25,Dealer,14577,First Owner,Petrol,Manual,18.6,1197.0,81.83,5.0,4
Honda Jazz 1.5 SV i DTEC,6.25,Dealer,70000,First Owner,Diesel,Manual,27.3,1498.0,98.6,5.0,5
Maruti Swift VDI,6.25,Dealer,36000,First Owner,Diesel,Manual,28.4,1248.0,74.0,5.0,4
Mahindra Bolero 2011-2019 ZLX BSIII,6.25,Dealer,89000,First Owner,Diesel,Manual,15.96,2523.0,62.1,7.0,8
Volkswagen Polo 1.5 TDI Highline,6.25,Dealer,61000,First Owner,Diesel,Manual,20.14,1498.0,88.8,5.0,7
Maruti Swift Dzire VXI,6.25,Dealer,43000,First Owner,Petrol,Manual,20.85,1197.0,83.14,5.0,7
Mahindra Bolero SLX 2WD,6.25,Dealer,120000,First Owner,Diesel,Manual,13.6,2523.0,63.0,7.0,8
Maruti Baleno Delta Automatic,6.25,Individual,48000,First Owner,Petrol,Automatic,21.4,1197.0,83.1,5.0,6
Honda City 1.5 S MT,6.25,Dealer,70900,First Owner,Petrol,Manual,17.0,1497.0,118.0,5.0,6
Maruti Ciaz VDi Plus SHVS,6.25,Dealer,55000,First Owner,Diesel,Manual,28.09,1248.0,88.5,5.0,7
Hyundai Grand i10 Sportz Plus,6.25,Dealer,11000,First Owner,Petrol,Manual,18.9,1197.0,82.0,5.0,3
Ford Ecosport 1.5 DV5 MT Titanium,6.25,Dealer,102719,First Owner,Diesel,Manual,22.7,1498.0,89.84,5.0,8
Hyundai Grand i10 1.2 Kappa Asta,6.25,Individual,20000,First Owner,Petrol,Manual,18.9,1197.0,81.86,5.0,4
Hyundai i20 Sportz 1.4 CRDi,6.25,Dealer,72000,First Owner,Diesel,Manual,22.54,1396.0,88.73,5.0,7
Toyota Corolla Altis D-4D GL,6.25,Dealer,100000,First Owner,Diesel,Manual,21.43,1364.0,87.2,5.0,9
Renault Duster 110PS Diesel RxZ,6.25,Individual,159000,First Owner,Diesel,Manual,19.01,1461.0,108.45,5.0,7
Volkswagen Vento 1.5 TDI Highline,6.25,Dealer,49728,First Owner,Diesel,Manual,20.34,1498.0,103.2,5.0,7
Hyundai i20 2015-2017 Sportz 1.2,6.25,Dealer,27965,First Owner,Petrol,Manual,18.6,1197.0,81.83,5.0,6
Hyundai i20 1.4 CRDi Anniversary Edition,6.25,Individual,90000,First Owner,Diesel,Manual,22.54,1396.0,88.73,5.0,7
Maruti Ignis 1.2 AMT Zeta BSIV,6.25,Dealer,19000,First Owner,Petrol,Automatic,20.89,1197.0,81.8,5.0,4
Hyundai i20 Sportz Option 1.2,6.25,Dealer,33200,First Owner,Petrol,Manual,18.6,1197.0,81.83,5.0,5
Maruti Wagon R VXI AMT Opt 1.2,6.25,Dealer,5400,First Owner,Petrol,Automatic,20.52,1197.0,81.8,5.0,3
Maruti Baleno Zeta 1.2,6.25,Individual,43000,First Owner,Petrol,Manual,21.4,1197.0,83.1,5.0,5
Hyundai i20 Sportz 1.4 CRDi,6.25,Dealer,48000,First Owner,Diesel,Manual,21.9,1396.0,88.76,5.0,6
Hyundai Grand i10 1.2 CRDi Sportz,6.25,Dealer,16000,First Owner,Diesel,Manual,24.0,1186.0,73.97,5.0,4
Maruti Swift ZDI BSIV,6.25,Dealer,64000,First Owner,Diesel,Manual,25.2,1248.0,74.0,5.0,8
Honda Jazz 1.2 S AT i VTEC,6.25,Dealer,33066,First Owner,Petrol,Automatic,19.0,1199.0,88.7,5.0,7
Honda Jazz 1.5 VX i DTEC,6.25,Dealer,66325,First Owner,Diesel,Manual,27.3,1498.0,98.6,5.0,6
Maruti Swift VXI BSIV,6.25,Dealer,20000,First Owner,Petrol,Manual,22.0,1197.0,81.8,5.0,3
Honda Brio 1.2 VX MT,6.25,Dealer,18000,First Owner,Petrol,Manual,18.5,1198.0,86.8,5.0,4
Hyundai Grand i10 1.2 CRDi Asta,6.25,Individual,7400,First Owner,Diesel,Manual,24.0,1186.0,73.97,5.0,4
Hyundai Verna 1.6 EX VTVT,6.25,Dealer,40000,First Owner,Petrol,Manual,17.01,1591.0,121.3,5.0,8
Hyundai i20 Sportz 1.2,6.25,Dealer,33000,First Owner,Petrol,Manual,18.6,1197.0,81.83,5.0,5
Maruti Ertiga VDI,6.25,Dealer,76000,First Owner,Diesel,Manual,25.47,1248.0,88.5,7.0,10
Toyota Innova 2.5 V Diesel 7-seater,6.25,Dealer,194532,First Owner,Diesel,Manual,12.8,2494.0,102.0,7.0,13
Maruti Swift Dzire LDI,6.25,Dealer,38000,First Owner,Diesel,Manual,23.4,1248.0,74.0,5.0,6
Hyundai Grand i10 CRDi SportZ Edition,6.25,Dealer,22000,First Owner,Diesel,Manual,24.0,1120.0,70.0,5.0,6
Maruti Swift Dzire ZDI,6.25,Individual,120000,First Owner,Diesel,Manual,26.59,1248.0,74.0,5.0,6
Hyundai i20 1.4 Magna Executive,6.25,Dealer,39000,First Owner,Diesel,Manual,22.54,1396.0,88.73,5.0,4
Hyundai i20 Sportz Option 1.4 CRDi,6.25,Dealer,52000,First Owner,Diesel,Manual,22.54,1396.0,88.73,5.0,6
Volkswagen Polo 2015-2019 1.2 MPI Highline Plus,6.25,Dealer,12600,First Owner,Petrol,Manual,16.2,1199.0,74.0,5.0,3
Maruti Swift Dzire VXI Optional,6.25,Dealer,78051,First Owner,Petrol,Manual,20.85,1197.0,83.14,5.0,6
Hyundai Verna 1.4 VTVT,6.25,Dealer,23228,First Owner,Petrol,Manual,17.43,1396.0,105.5,5.0,5
Hyundai Grand i10 1.2 CRDi Sportz,6.25,Dealer,48000,First Owner,Diesel,Manual,24.0,1186.0,73.97,5.0,4
Renault Duster 85PS Diesel RxS,6.25,Dealer,51430,First Owner,Diesel,Manual,19.87,1461.0,83.8,5.0,5
